ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000950170-24-008190	2172664	Common Shares				203883.0				D		By IRA (Merrill-Lynch)	
0000950170-24-008190	2172665	Common Shares				2000.0				I		By IRA (Vanguard)	
0000040417-24-000013	2172669	5.95% Preferred Stock				350.0				I	F3	By Spouse	
0000040417-24-000013	2172670	5.95% Preferred Stock				250.0				I	F4	By Son	
0001562180-24-000694	2172827	Common Stock 401(k)				3005.0				I			
0001562180-24-000694	2172826	Common Stock				44710.0				D		401(k)	
0000350852-24-000044	2172639	Common Stock				9601.38				I		By 401k	
0000350852-24-000044	2172640	Common Stock				11983.24				I			
0000350852-24-000044	2172638	Common Stock				5938.0				D		By ESOP	
0000040417-24-000012	2172708	5.95% Preferred Stock				30.0				D			
0000350852-24-000043	2172590	Common Stock				12466.69				I		By 401k	
0000350852-24-000043	2172592	Common Stock				858.8				I		By Spouse (401k)	
0000350852-24-000043	2172593	Common Stock				475.79				I			
0000350852-24-000043	2172589	Common Stock				1718.0				D		By ESOP	
0000350852-24-000043	2172591	Common Stock				13556.21				I		By Spouse (ESOP)	
0000040417-24-000011	2172621	5.95% Preferred Stock				1000.0				D			
0000040417-24-000010	2172742	Common Stock				0.0	F1			D			
0000350852-24-000042	2172864	Common Stock				1541.0				D		By IRA	
0000350852-24-000042	2172865	Common Stock				261.49				I		By ESOP	
0000350852-24-000042	2172867	Common Stock				11601.79				I			
0000350852-24-000042	2172868	Common Stock				8819.91				I			
0000350852-24-000042	2172866	Common Stock				1434.0				D		By 401k	
0000040417-24-000009	2172900	Common Stock				0.0	F1			D			
0000040417-24-000008	2172784	Common Stock				0.0	F1			D			
0000350852-24-000041	2172953	Common Stock				5430.0				D		By ESOP	
0000350852-24-000041	2172954	Common Stock				3202.61				I		By 401k	
0000350852-24-000041	2172955	Common Stock				10712.17				I			
0001209191-24-002325	2172419	Common Stock				42745.0				D			
0001178913-24-000277	2172338	Common Stock				300000.0				D			
0001178913-24-000275	2172320	Common Stock	F2			300000.0				D			
0000040417-24-000007	2172381	Common Stock				2750.0				D			
0000350852-24-000040	2172160	Common Stock				1679.0				D		By Spouse	
0000350852-24-000040	2172164	Common Stock				15168.02				I			
0000350852-24-000040	2172161	Common Stock				5998.65				D		By ESOP	
0000350852-24-000040	2172162	Common Stock				124.0				I		By 401k	
0000350852-24-000040	2172163	Common Stock				16766.83				I			
0001437749-24-002398	2172392	Common Stock				8.0	F1, F2			I		Horizon Kinetics Asset Management LLC	
0000040417-24-000006	2172401	Common Stock				0.0	F1			D			
0000350852-24-000039	2172191	Common Stock				3131.6				I			
0000350852-24-000039	2172190	Common Stock				11556.01				I			
0000350852-24-000039	2172189	Common Stock				1025.94				D		By 401k	
0000350852-24-000039	2172188	Common Stock				1380.0				D		By ESOP	
0000350852-24-000038	2172561	Common Stock				1446.0				D		By 401k	
0000350852-24-000038	2172562	Common Stock				5028.31				I			
0000350852-24-000038	2172563	Common Stock				2849.27				I			
0000350852-24-000038	2172560	Common Stock				1465.0				D		For ESOP	
0000350852-24-000037	2172547	Common Stock				3766.0				D			
0000350852-24-000037	2172546	Common Stock				25430.4				I			
0000350852-24-000037	2172545	Common Stock				22115.62				I		By 401k	
0000350852-24-000037	2172544	Common Stock				2500.0				D		By ESOP	
0001003078-24-000035	2172242	Class A Common Stock, $0.001 par value				14896.0				I		See Footnote	F3
0000350852-24-000036	2172352	Common Stock				1528.0				D			
0000350852-24-000036	2172354	Common Stock				390.66				I			
0000350852-24-000036	2172353	Common Stock				1044.07				I			
0000350852-24-000036	2172350	Commoon Stock				4162.0				D		By ESOP	
0000350852-24-000036	2172351	Common Stock				2980.0				D		By 401k	
0000350852-24-000035	2172228	Common Stock				5494.0				D		By ESOP	
0000350852-24-000035	2172229	Common Stock				2160.89				I			
0001178913-24-000257	2172111	Common Stock				300000.0				D			
0000923738-24-000002	2172336	Common Stock				7372842.33	F2			I		by Spouse as Trustee	
0000923738-24-000002	2172335	Common Stock				44025.0				I		by 188 Corp	
0000923738-24-000002	2172334	Common Stock				30731256.0				I		by Limited Partnership	
0001493152-24-004025	2172239	Common Stock				105608.0				I		See footnote	F2
0001781755-24-000007	2172530	Class B Common Stock				1436786.0				D			
0001781755-24-000007	2172529	Class A Common Stock				236804.0	F1			D			
0001062993-24-001466	2172395	Common Stock				418.61				I		401(k) Savings Plan (01/25/2024)	
0001209191-24-002324	2172311	Class A Common Stock				8940.0				D			
0000950170-24-008097	2172394	Common Stock				8636.0				D			
0000899243-24-000123	2172520	Common Stock				34859994.0				I	F1	See footnote	F1
0001062993-24-001462	2172397	Common Stock				145.13				I		401(k) savings plan (1/25/2024)	
0000950170-24-008096	2172151	Common Stock				39256.0				D			
0000950170-24-008089	2172445	Common Stock				81339986.0				I		See Footnotes	F1, F2
0001062993-24-001460	2172383	Common Stock				7935.23	F1			I		401(k) savings plan (1/25/2024)	
0000950170-24-008087	2172271	Common Stock				3124.0				D			
0001062993-24-001458	2172247	Common Stock				4430.24				I		401(k) savings plan (01/25/2024)	
0000950170-24-008086	2172536	Common Stock				81339986.0				I		See Footnotes	F1, F2
0000950170-24-008081	2172255	Common Stock				3140.0				D			
0000950170-24-008075	2172321	Common Stock				282648.0				D			
0000950170-24-008072	2172519	Common Stock				39256.0				D			
0000950170-24-008069	2172328	Common Stock, par value $0.60 per share				216775.0	F3, F2			I		Fundamental Global Holdings, LP	
0001127602-24-002362	2172233	Common Stock				991.0				D		By Gibson Radio & Publishing Company	F2
0001127602-24-002362	2172234	Common Stock				528837.0				I		By Son	
0001127602-24-002362	2172237	Common Stock				10924.91				I			
0001127602-24-002362	2172236	Common Stock				345808.0				I		Esop	
0001127602-24-002362	2172235	Common Stock				462.0				I		By Trust	
0001127602-24-002361	2172166	Common Stock				1279.86				I		Esop	
0001127602-24-002361	2172167	Common Stock				13799.0				I		By Trust	
0001062993-24-001456	2172132	Common Stock				18030.61	F1			I		401(k) savings plan (1/25/2024)	
0001683168-24-000517	2172491	Common Stock				50000.0				D			
0001683168-24-000516	2172231	Common Stock				424847.0				D		Held in family trust	
0001683168-24-000516	2172232	Common Stock				87500.0				I			
0001683168-24-000515	2172391	Common Stock				2990000.0				D			
0001683168-24-000514	2172155	Common Stock				725000.0				D			
0001683168-24-000512	2172265	Common Stock				50000.0				D			
0000796343-24-000037	2172433	Common Stock				355.0				I		By Trust	F2
0000796343-24-000036	2172463	Common Stock				193.25				D			
0000796343-24-000034	2172554	Common Stock				667.0				I		by trust	F2
0001463101-24-000004	2172214	Common Stock				25000.0				I		By GRAT 1	F2
0001463101-24-000004	2172215	Common Stock				25000.0				I	F3	By GRAT 2	
0001650161-24-000001	2172403	Common Stock				13717.0	F4			I		401k	
0000905148-24-000313	2172495	Common Stock				5016.0				I	F1	By Turtle Creek Small Cap Equity Fund	F1
0000905148-24-000313	2172494	Common Stock				28884.0				I	F1	By Turtle Creek North American Equity Fund	F1
0000899243-24-000121	2172555	Common stock				8801823.0				I		See footnote	F5
0000950170-24-008053	2172142	Common Stock				646657.0				I		See footnotes	F3, F7
0000950170-24-008053	2172141	Common Stock				1027885.0				I		See footnotes	F3, F6
0000950170-24-008052	2172553	Common Stock				646657.0				I		See footnotes	F3, F7
0000950170-24-008052	2172552	Common Stock				1027885.0				I		See footnotes	F3, F6
0000950170-24-008046	2172220	Common Stock				53424.0				I		See Footnote	F4
0000950170-24-008046	2172219	Common Stock				43469.0				I		See Footnote	F3
0001062993-24-001441	2172124	Common Stock				7614.67				D			
0001062993-24-001440	2172303	Common Stock				3207.0				I			
0001062993-24-001440	2172302	Common Stock				38609.94				D		401(k) plan	F1
0001062993-24-001439	2172428	Common Stock				539.0				I			
0001062993-24-001439	2172427	Common Stock				15333.79				D		401(k) plan	F1
0001202056-24-000001	2172168	Common Stock				3901.0	F4			I		401k	
0001690820-24-000042	2172270	Class A Common Stock				20.0				I		Maroone Management Inc.	F7
0001690820-24-000042	2172268	Class A Common Stock				96.0				I		Katherine C. Maroone Residuary Trust	F5
0001690820-24-000042	2172266	Class A Common Stock				20000.0				I		Michael Maroone Family Partnership, LP	F3
0001690820-24-000042	2172267	Class A Common Stock				264.0				I		By Family Trust FBO Michael E. Maroone	F4
0001690820-24-000042	2172269	Class A Common Stock				92.0				I		Katherine C. Maroone Marital Trust	F6
0001690820-24-000040	2172244	Class A Common Stock				10810.0				I		James D. Quayle Separate Property Trust	
0001690820-24-000040	2172245	Class A Common Stock				12500.0				I		James D. Quayle 2000 Irrevocable Trust	
0001690820-24-000037	2172144	Class A Common Stock				64999.0				I		By Trust	F3
0001690820-24-000037	2172143	Class A Common Stock				850.0				I		By Parents	
0001690820-24-000034	2172385	Class A Common Stock				850000.0				I		Ernest Irrevocable 2004 Trust III	F3
0001690820-24-000034	2172384	Class A Common Stock				950000.0				I		Ernest C. Garcia III Multi-Generational Trust III	F2
0001104659-24-007370	2172398	6.125% Series C Term Preferred Stock due 2026				42471.0				I		See footnotes	F1, F2, F3
0001237678-24-000001	2172135	Common Stock				103536.0	F5			I		401k	
0000950142-24-000224	2172113	Common Stock				89264.0				I		By LLC, see footnote	F5, F6
0000950142-24-000224	2172116	Common Stock				16481.0				I		By LLC, see footnote	F5, F9
0000950142-24-000224	2172112	Common Stock				409945.0				D		By spouse	
0000950142-24-000224	2172117	Common Stock				6725.0				I			
0000950142-24-000224	2172114	Common Stock				26140.0				I		By LLC, see footnote	F5, F7
0000950142-24-000224	2172115	Common Stock				27010384.0				I		By LLC, see footnote	F5, F8
0000950103-24-001190	2172295	Class A Common Stock				8622.0				I		By Olivan D LLC	F2
0000950103-24-001190	2172297	Class A Common Stock				8622.0				I		By Reinhold D LLC	F4
0000950103-24-001190	2172296	Class A Common Stock				2999.0				I		By Olivan Reinhold D LLC	F3
0001431629-24-000001	2172292	Common Stock				24935.0	F4			I		401k	
0001361338-24-000001	2172349	Common Stock				49686.0	F4			I		401k	
0000897069-24-000212	2172487	Class B common stock, par value $0.01 per share	F5			596158.0				I			
0000897069-24-000212	2172486	Class B common stock, par value $0.01 per share	F5			809409.0				I		See footnote	F7
0000897069-24-000212	2172485	Class B common stock, par value $0.01 per share	F5			58820586.0				D		By trust	F6
0000897069-24-000210	2172550	Class A common stock, par value $0.01 per share				166500.0	F6			I		by Trust	
0000897069-24-000210	2172549	Class A common stock, par value $0.01 per share				382596.0	F5			I		by Trust	
0000897069-24-000210	2172548	Class A common stock, par value $0.01 per share				111245.0	F4			I		by Trust	
0001415889-24-001881	2172497	Class A Common Stock				450000.0				I		See footnote	F3
0001562180-24-000692	2172218	Common Stock				9225.13				I		By 401(k)	F2
0001562180-24-000691	2172426	Common Stock				2188.63				I		By 401(k)	F2
0001104659-24-007344	2172440	Common Shares	F1			331826.0				I		By Compass Group Management LLC	F5
0001562180-24-000690	2172380	Common Stock				1277.47				I		By 401(k)	F2
0001364618-24-000001	2172362	Common Stock				40688.0	F4			I		401k	
0001562180-24-000689	2172390	Common Stock				442.97				I		By 401(k)	F2
0001562180-24-000688	2172337	Common Stock				2490.36				I		By 401(k)	F2
0001562180-24-000687	2172373	Common Stock				2411.79				I		By 401(k)	F2
0001562180-24-000686	2172254	Common Stock				410.92				I		By 401(k)	F2
0001562180-24-000685	2172371	Common Stock				4095.09				I		By 401(k)	F2
0001985182-24-000001	2172489	Class A Common Stock				7309.0	F1			D			
0001127602-24-002342	2172535	Common Stock				10000000.0				I	F6	By Marc Benioff Fund LLC	
0001437749-24-002322	2172147	Common Stock				3663.0				I		By RFW3 Revocable Trust	
0001127602-24-002338	2172154	Common Stock				41045.0	F1			I		By Trust	
0001127602-24-002338	2172153	Common Stock				41045.0	F1			I		By Trust	
0000919574-24-000559	2172421	Subordinate Voting Shares				50000.0				D	F2	see footnote	F3
0000919574-24-000559	2172422	Subordinate Voting Shares				6198720.0				I			
0001562180-24-000684	2172364	Common Stock				1425000.0				I		Spouse is Trustee of the Emily J. Petrie Irrevocable GST Trust 2010	
0001562180-24-000684	2172365	Common Stock				3589185.0				I		Spouse is Trustee of the Emily J. Petrie Irrevocable Trust - 2010	
0001562180-24-000684	2172366	Common Stock				1425000.0				I		Spouse is Trustee of the Julia L. Petrie Irrevocable GST Trust 2010	
0001562180-24-000684	2172367	Common Stock				2482616.0				I		Spouse is Trustee of the Julia L. Petrie Irrevocable Trust - 2010	
0001562180-24-000684	2172368	Common Stock				653429.0				I		Spouse is Trustee of The Petrie Grandchildren Trust	
0001562180-24-000684	2172369	Series B Depositary Shares				21021.0				D			
0001562180-24-000684	2172363	Common Stock				2111868.0				I		By Spouse	
0001562180-24-000684	2172370	Series C Depositary Shares				100000.0				D			
0001562180-24-000683	2172483	Series D Depositary Shares				2000.0				D			
0001562180-24-000683	2172482	Series B Depositary Shares				1900.0				D			
0001562180-24-000680	2172118	Series A Preferred Stock				8000.0				D			
0001562180-24-000680	2172119	Series C Depositary Shares				8000.0				D			
0001562180-24-000679	2172475	Common Stock				18200.0				I		Trustee of the Michael R. Dury GRAT - 2023	
0001562180-24-000679	2172476	Series A Preferred Stock				4000.0				D			
0001562180-24-000679	2172477	Series C Depositary Shares				26000.0				D			
0001562180-24-000679	2172478	Series D Depositary Shares				4000.0				D			
0001562180-24-000677	2172388	Series A Preferred Stock				300.0				D			
0001562180-24-000677	2172387	Common Stock				18007.0				I		IRA	
0001562180-24-000677	2172389	Series C Preferred Stock				400.0				D			
0001562180-24-000676	2172484	Series B Depositary Shares				1500.0				D			
0000892251-24-000034	2172423	No securities are beneficially owned				0.0				D			
0000919574-24-000557	2172490	Subordinate Voting Shares				50000.0				D	F4		
0001127602-24-002332	2172456	Common Stock				762.87	F4			I		401(k)	
0001127602-24-002330	2172217	Common Stock				2448.94	F2			I		401(k)	
0000921895-24-000148	2172264	Common Stock, $0.001 par value	F1			855211.0				D	F4		
0000921895-24-000148	2172263	Common Stock, $0.001 par value	F1			6777935.0				D	F3		
0000921895-24-000148	2172262	Common Stock, $0.001 par value	F1			8679726.0				D	F2		
0001127602-24-002326	2172138	Common Stock				3634.57	F2			I		401k	
0000950170-24-008020	2172291	Common Stock				279194.0				I		by One Fish Two Fish Revocable Trust	
0000950170-24-008020	2172290	Common Stock				300000.0				I		by Lorax Charitable Remainder Unitrust	
0001127602-24-002325	2172510	Class A Common Stock, par value $0.01 per share				50000.0				I		By limited partnership	F2
0001127602-24-002325	2172512	Class A Common Stock, par value $0.01 per share				98000.0				I		By Spouse	
0001127602-24-002325	2172513	Class A Common Stock, par value $0.01 per share				22411.0				I		By trust	F3
0001127602-24-002325	2172511	Class A Common Stock, par value $0.01 per share				50000.0				I		By profit sharing plan	
0001127602-24-002324	2172516	Common Stock				1.39	F2			I		401(k)	
0000919574-24-000554	2172432	Subordinate Voting Shares				452874.0				D	F3		
0001701605-24-000015	2172105	Class A Common Stock				38203.0				I		By trust	
0001213900-24-007038	2172312	Common Stock				15000000.0				D			
0000019745-24-000002	2172515	Common Stock				15437.0				I		By Spouse	
0000073124-24-000021	2172343	Common Stock				66659.0	F1			D		2022 GRAT	
0000073124-24-000021	2172344	Common Stock				6755.0				I		2023 GRAT	
0000073124-24-000021	2172345	Common Stock				16866.0				I		By Trust fbo Child 1	F2
0000073124-24-000021	2172346	Common Stock				5459.0				I		By Trust fbo Child 2	F2
0000073124-24-000021	2172347	Common Stock				5460.0				I		By Trust fbo Child 3	F2
0000073124-24-000021	2172348	Common Stock				5460.0				I			
0000073124-24-000020	2172125	Common Stock				219779.0				I		By Trust	
0001021771-24-000020	2172382	Common Stock				1400.0				I		Held in Reporting Person's IRA	
0001415889-24-001878	2172230	Common Stock				1281516.0				I		Voting or Investment Control	F2
0001577672-24-000001	2172534	Common Stock				5336.0	F4			I		401k	
0001415889-24-001874	2172156	Common Stock				1005.0				D			
0001415889-24-001873	2172192	Common Stock				104000.0				D			
0000950170-24-008005	2172313	Class A Common Stock	F1			6172416.0	F2			I		Held by Valle Cement Investments Inc.	
0000950170-24-008005	2172315	Series A Non-Convertible Preferred Stock	F1			1.0	F4			I		Held by Cementos Argos S.A.	
0000950170-24-008005	2172314	Class A Common Stock	F1			48547584.0	F3			I		Held by Argos SEM, LLC	
0001104659-24-007312	2172169	Common Stock				171856.0				I		Hamilton Investments Limited Partnership	F3
0001104659-24-007312	2172170	Common Stock				260.0				I		Hoag 2012 Irrevocable Trust UA DTD 12 24 12	F4
0001104659-24-007312	2172171	Common Stock				256172.0				I		Orange Investor, L.P.	F5
0001104659-24-007312	2172172	Common Stock				69081.0				I		Orange (A) Investor, L.P.	F6
0001104659-24-007312	2172178	Common Stock				3767.0				I		TCV Member Fund, L.P.	F12
0001104659-24-007312	2172174	Common Stock				18835.0				I		Orange (MF) Investor, L.P.	F8
0001104659-24-007312	2172175	Common Stock				13816.0				I		TCV VIII (A) Mariner, Ltd.	F9
0001104659-24-007312	2172176	Common Stock				51235.0				I		TCV VIII, L.P.	F10
0001104659-24-007312	2172177	Common Stock				3182.0				I		TCV VIII (B), L.P.	F11
0001104659-24-007312	2172173	Common Stock				15912.0				I		Orange (B) Investor, L.P.	F7
0001237680-24-000001	2172304	Common Stock				102144.0	F4			I		401k	
0001127602-24-002320	2172308	Class A Common Stock, par value $0.01 per share				38289.0				I		The Barger Revocable Trust	
0000711669-24-000025	2172257	COLONY BANKCORP, INC COMMON STOCK				7420.84	F2			I			
0000711669-24-000025	2172256	COLONY BANKCORP, INC. COMMON STOCK				24728.1	F1			D		401(K)	
0001127602-24-002316	2172201	Common Stock 401k				1672.89	F2			D			
0000921895-24-000146	2172526	Common Stock, par value $.0001 per share				20216458.0				D			
0000711669-24-000023	2172224	COLONY BANKCORP, INC COMMON STOCK				49500.0				D			
0000711669-24-000021	2172298	COLONY BANKCORP, INC. COMMON STOCK				226098.0				D			
0001127602-24-002310	2172212	Class A Common Stock, par value $0.01 per share				84817.27				I		By Living Trust	F1
0001127602-24-002310	2172213	Class A Common Stock, par value $0.01 per share				20308.11				I		By Charitable Trust	
0001127602-24-002309	2172273	Common Stock 401k				19696.52	F2			D			
0001628280-24-002360	2172309	Common Stock				1972.35				I		By 401(k) Plan	
0001628280-24-002360	2172310	Common Stock				450000.0	F2			I		By Grantor Retained Annuity Trust	
0000950170-24-007978	2172448	Common Stock				3673602.0				I		By Medicxi Growth I LP	F1
0000950170-24-007978	2172449	Common Stock				87267.0				I		By Medicxi Growth Co-Invest I LP	F2
0000950170-24-007978	2172451	Common Stock				61975.0				I		By Medicxi Co-Invest IV LP	F4
0000950170-24-007978	2172450	Common Stock				3641728.0				I		By Medicxi IV LP	F3
0000711669-24-000019	2172470	COLONY BANKCORP, INC. COMMON STOCK				14592.0				D		IRA Kennedy K Reed	
0000711669-24-000019	2172471	COLONY BANKCORP, INC COMMON STOCK				434.0				I			
0001127602-24-002306	2172152	Common Stock 401k				1642.92	F3			I		401k	
0001127602-24-002303	2172253	Common Stock 401k				999.8	F2			I		401k	
0001127602-24-002299	2172508	Common Stock 401k				38195.2	F2			I		401k	
0000711669-24-000017	2172393	COLONY BANKCORP, INC COMMON STOCK				75387.0	F1			D			
0001331520-24-000062	2172339	Common Stock - Restricted Stock				6000.0	F1, F2, F3			D		By Carol Adcock Trust	
0001331520-24-000062	2172342	Common Stock				79426.0				I			
0001331520-24-000062	2172341	Common Stock				227460.0				I			
0001331520-24-000062	2172340	Common Stock				3000.0				D		By IRA	
0000711669-24-000015	2172260	COLONY BANKCORP, INC COMMON STOCK				2600.0				D			
0001127602-24-002293	2172140	Common Stock				10973.0				D			
0000711669-24-000013	2172443	COLONY BANKCORP, INC. COMMON STOCK				17703.35	F2			I			
0000711669-24-000013	2172442	COLONY BANKCORP, INC COMMON STOCK				16806.96	F1			D		401K	
0000711669-24-000011	2172379	COLONY BANKCORP, INC COMMON STOCK				2880.0				I			
0000711669-24-000011	2172378	COLONY BANKCORP, INC COMMON STOCK				7939.0				D		401k	
0001759655-24-000006	2172202	Common Stock, $0.01 par value per share				22792.0				D			
0000950170-24-007954	2172375	Common Stock, $0.01 par value				297.0				I		RUSSELL WEINER TRUST AGREEMENT U/A DTD 09/03/2003	
0000950170-24-007954	2172376	Common Stock, $0.01 par value				3036.0				I		RUSSELL J WEINER 2023 GRANTOR TRUST	
0000950170-24-007953	2172488	Common Stock, $0.01 par value				22.37				I		Owned by spouse	
0000950170-24-007952	2172110	Common Stock. $0.01par value				244.86				I		401(k) Savings Plan	
0000950170-24-007950	2172323	Common Stock, $0.01 par value				10.1				I		401(k) Savings Plan	
0000950170-24-007945	2172324	Common Stock, par value $0.01 per share				543.0	F2			I		By Company 401(k) Plan	
0000950170-24-007944	2172246	Common Stock, par value $0.01 per share				59.0	F2			I		By Company 401(k)	
0001315098-24-000004	2172122	Class A Common Stock				869250.0				I		See Footnotes	F7
0001315098-24-000004	2172121	Class A Common Stock				869250.0				I		See Footnotes	F6
0001315098-24-000004	2172120	Class A Common Stock				12410.0				D		See Footnotes	F5
0001315098-24-000004	2172123	Class A Common Stock				1319500.0				I			
0001077428-24-000009	2172454	Depositary Shares for Series B Preferred Stock	F1			5000.0				I			
0001077428-24-000009	2172453	Common Stock				74000.0				I		Stallings Foundation	F5
0001077428-24-000009	2172452	Common Stock				282000.0				D		SCG Ventures LP	F3
0001077428-24-000009	2172455	Depositary Shares for Series B Preferred Stock	F1			3294.0				D			
0001127602-24-002278	2172538	Common				138401.0				I		By Trust for Children	
0001127602-24-002278	2172539	Common				59563.0				I		By Trust for Wife	
0001127602-24-002278	2172540	Common				2258.0				I		By Son	
0001127602-24-002278	2172541	Common				131990.0				I		By Wife's Trust for Children and Reporting Person	
0001127602-24-002278	2172542	Common Stock				1888.12	F3			I		By 401(k)	
0001127602-24-002278	2172543	Common				19090.0				I		By Wife's Trust for Children	
0001628280-24-002350	2172221	Common Stock				300.0				I		By Spouse	
0001628280-24-002349	2172441	Common Stock				4500.0				I		By Spouse	
0001628280-24-002348	2172525	Common Stock				195.0				I		By Daughter	
0001628280-24-002348	2172524	Common Stock				600.0				I		By Son	
0001628280-24-002348	2172523	Common Stock				1500.0				I		By Spouse	
0001213900-24-006979	2172447	No Securities are Beneficially Owned		3		0.0				D			
0001628280-24-002346	2172204	Common Stock				2500.0				I		By Spouse	
0001671933-24-000010	2172446	Class A  Common Stock				60050.0				D			
0001405495-24-000014	2172223	Common Stock				1959.0	F2			I		By 401k Plan	
0001127602-24-002272	2172505	Common Stock				222.88	F1			I		By Spouse	
0001628280-24-002344	2172127	Common Stock				682710.0				I		By LLC	
0001628280-24-002344	2172126	Common Stock				57495.0				I		By Spouse	
0001127602-24-002271	2172148	Common				1844.16	F3			I		By 401(k) plan	
0000950170-24-007920	2172305	Common Stock				24.0				I		The 2000 Trust for Alexis Mae Hecht	F2
0000950170-24-007920	2172307	Common Stock				24.0				I		The 2000 Trust for Zoe Niovi Hecht	F2
0000950170-24-007920	2172306	Common Stock				24.0				I		The 2000 Trust for Malcolm Peter Hecht	F2
0001104659-24-007242	2172377	Common Stock				1000.0				I		By Spouse	
0001477932-24-000417	2172532	Common Stock				32500.0				I		By Armori Capital Management, LLC	F2
0001477932-24-000417	2172531	Common Stock				5000.0				I		By Spouse	
0001104659-24-007240	2172289	Common Stock				14445.0				I		By Profit Sharing Plan	
0001104659-24-007240	2172287	Common Stock				69004.0				I		By Partnership 1	
0001104659-24-007240	2172288	Common Stock				1000.0				I		By Spouse	
0001019056-24-000037	2172278	Common Stock, par value $0.001 per share				659680.0				I		By Managing Member as General Partner of Darwin Partnership	F2
0001019056-24-000037	2172279	Common Stock, par value $0.001 per share				70180.0				I			
0001019056-24-000037	2172276	Common Stock, par value $0.001 per share				487173.0				D		By Limited Partner of the Family Partnership	
0001019056-24-000037	2172277	Common Stock, par value $0.001 per share				113880.0				I		By Managing Member as General Partner of Gagnon Investment Associates	F2
0001477932-24-000414	2172411	Common Stock				154503.0				I		By son	
0001477932-24-000414	2172410	Common Stock				356000.0				I		By The Dill Faulkes Educational Trust Limited	F3
0001477932-24-000414	2172409	Common Stock				1000000.0				I		By The Innes Family Bare Trust 2023	F2
0001477932-24-000414	2172412	Common Stock				154503.0				I		By son	
0001477932-24-000414	2172413	Common Stock				154504.0				I		By daughter	
0001477932-24-000414	2172414	Common Stock				154504.0				I		By daughter	
0001477932-24-000413	2172241	Common Stock				38113.0				I		By Borlaug Limited	F2
0001477932-24-000413	2172240	Common Stock				55000.0				I		By Spouse	
0001477932-24-000412	2172559	Common Stock				10400.0				I		By Spouse	
0001477932-24-000411	2172372	Common Stock				30556.0				I		By Spouse	
0001477932-24-000410	2172330	Common Stock				356000.0				I		By The Dill Faulkes Educational Trust Limited	F2
0000914851-24-000032	2172374	Common Stock				0.0				D			
0001477932-24-000406	2172431	Common Stock				1007718.0				I		By Concord International, Inc.	F2
0001437749-24-002281	2172493	Common Stock				6344.0				D			
0001477932-24-000405	2172496	Common Stock				99350.0				D	F2		
0001477932-24-000403	2172558	Common Stock				29406.0				I		By Spouse	
0001477932-24-000401	2172400	Common Stock				34076.0				I		By Spouse	
0001477932-24-000401	2172399	Common Stock				1007718.0				I		By Concord International, Inc.	F2
0001477932-24-000400	2172504	Common Stock				356000.0				I		By The Dill Faulkes Educational Trust Limited	F2
0001437749-24-002278	2172518	Common Stock				4999.0				D			
0001127602-24-002253	2172101	Common Stock				602.0				I		By Wife	
0001127602-24-002253	2172097	Common Stock				107.03				I		By Daughter ACP	
0001127602-24-002253	2172098	Common Stock				107.03				I		By Daughter CEP	
0001127602-24-002253	2172099	Common Stock				107.03				I		By Daughter NJP	
0001127602-24-002253	2172100	Common Stock				44480.08	F2			I		By Retirement Plan Trustees	
0001127602-24-002250	2172319	Common Stock				4009.6	F2			I		By Retirement Plan Trustee	
0001127602-24-002247	2172180	Common Stock				2640.13	F1			I		By Retirement Plan Trustee	
0001127602-24-002247	2172183	Common Stock				11171.0	F2			I		Shailesh Jejurikar Trust	
0001127602-24-002247	2172182	Common Stock				6678.0	F2			I		Shailesh Jejurikar 2021 Irrevocable Grantor Retained Annuity Trust	
0001127602-24-002247	2172181	Common Stock				19757.0				I		Sankhya S Jejurikar Revocable Trust	
0001437749-24-002271	2172331	Common Stock				9175.0				I		Held in Irrevocable Trust	
0001437749-24-002271	2172332	Common Stock				11455.0				D		Held in GST Exempt Trust	
0001437749-24-002271	2172333	Common Stock				580.0				I			
0001127602-24-002244	2172274	Common Stock				14352.44	F3			I		By Retirement Plan Trustee	
0001127602-24-002244	2172275	Common Stock				8870.92	F3			I		By Spouse, By Retirement Plan Trustees	
0000950170-24-007891	2172500	Common Stock				20.0				I		Spouse as custodian for child's OUTMA Account	F2
0000950170-24-007891	2172499	Common Stock				460.0				I		Spouse IRA	
0000950170-24-007891	2172498	Common Stock				2030.0				I		IRA	
0000950170-24-007891	2172501	Common Stock				30.0				I		Spouse as custodian for child's OUTMA account	F2
0000950170-24-007891	2172502	Common Stock				20.0				I		Spouse as custodian for child's OUTMA accountg	F2
0000950170-24-007891	2172503	Common Stock				20.0				I		Spouse as custodian for child's OUTMA account	F2
0001562180-24-000669	2172444	Common Stock				7952.0	F1			D			
0000950170-24-007883	2172137	Common Stock				21832.77	F2			I		By Retirement Plan	
0000950170-24-007883	2172136	Common Stock				3800.0				I		IRA	
0001904547-24-000001	2172249	Common Stock				267.0	F3			I		401k	
